pedido_id,cliente_id,product_id,quantidade,data_pedido,canal_venda
PED001479,C00108,P00012,14,2026-09-08,E-commerce
PED001480,C00008,P00019,9,2026-08-21,Marketplace
PED001481,C00064,P00024,19,2026-09-04,Marketplace
PED001482,C00022,P00001,16,2026-08-18,Televendas
PED001483,C00178,P00026,22,2026-08-20,Marketplace
PED001484,C00182,P00028,24,2026-09-02,Televendas
PED001485,C00019,P00007,18,2026-08-15,Loja Fisica
PED001486,C00086,P00060,8,2026-08-29,Televendas
PED001487,C00156,P00043,20,2026-09-05,Loja Fisica
PED001488,C00002,P00017,17,2026-09-02,Marketplace
PED001489,C00078,P00026,22,2026-08-25,E-commerce
PED001490,C00144,P00003,0,2026-08-19,Televendas
PED001491,C00129,P00032,11,2026-09-11,Marketplace
PED001492,C00034,P00006,11,2026-09-05,Marketplace
PED001493,C00037,P00017,4,2026-08-24,Loja Fisica
PED001494,C00033,P00032,9,2026-09-06,Televendas
PED001495,C00111,P00019,9,2026-09-02,Televendas
PED001496,C00133,P00021,14,2026-09-11,E-commerce
PED001497,C00081,P00048,16,2026-09-07,E-commerce
PED001498,C00143,P00055,22,2026-09-03,Marketplace
PED001499,C00014,P00013,5,2026-08-15,E-commerce
PED001500,C00047,P00003,16,2026-08-22,E-commerce
PED001501,C00181,P00030,14,2026-08-17,Marketplace
PED001502,C00011,P00029,12,2026-09-05,Marketplace
PED001503,C00118,P00032,4,2026-09-10,E-commerce
PED001504,C00032,P00023,3,2026-08-20,Televendas
PED001505,C00047,P00054,6,2026-09-06,Televendas
PED001506,C00145,P00058,22,2026-09-01,E-commerce
PED001507,C00150,P00001,17,2026-09-07,E-commerce
PED001508,C00107,P00059,3,2026-08-21,Marketplace
PED001509,C00174,P00007,11,2026-08-14,Televendas
PED001510,C00175,P00044,4,2026-08-26,Televendas
PED001511,C00152,P00060,4,2026-09-09,Televendas
PED001512,C00040,P00002,3,2026-08-28,Marketplace
PED001513,C00117,P00041,9,2026-09-02,Loja Fisica
PED001514,C93118,P00003,21,2026-09-02,Marketplace
PED001515,C00055,P00056,2,2026-09-08,Televendas
PED001516,C00083,P00052,2,2026-09-06,Loja Fisica
PED001517,C00141,P00039,13,2026-08-16,Marketplace
PED001518,C00066,P00012,8,2026-09-13,Marketplace
PED001519,C00023,P00002,7,2026-08-19,Marketplace
PED001520,C00200,P00026,-5,2026-09-03,E-commerce
PED001521,C00126,P00052,14,2026-09-06,Televendas
PED001522,C00176,P00039,5,2026-08-25,Loja Fisica
PED001523,C00095,P00033,7,2026-08-29,Marketplace
PED001524,C00100,P00031,9,2026-09-01,Marketplace
PED001525,C00024,P00049,14,2026-09-08,Televendas
PED001526,C00158,P00012,14,2026-09-03,Marketplace
PED001527,C00024,P00003,17,2026-08-24,Marketplace
PED001528,C00174,P99638,21,2026-09-04,E-commerce
PED001529,C00162,P00042,17,2026-08-16,Televendas
PED001530,C93434,P00028,3,2026-09-12,Marketplace
PED001531,C00033,P00044,10,2026-09-09,E-commerce
PED001532,C00134,P00028,10,2026-09-01,Loja Fisica
PED001533,C00142,P00005,2,2026-08-30,Loja Fisica
PED001534,C00131,P00028,14,2026-08-17,Marketplace
PED001535,C00170,P00047,19,2026-09-09,Televendas
PED001536,C00091,P00017,19,2026-08-16,Loja Fisica
PED001537,C00030,P00048,22,2026-08-28,E-commerce
PED001538,C00047,P00054,13,2026-08-15,Loja Fisica
PED001539,C00107,P00057,23,2026-08-23,Televendas
PED001540,C00151,P00047,15,2026-09-07,Marketplace
PED001541,C00160,P00052,9,2026-08-24,E-commerce
PED001542,C00055,P00012,3,2026-09-06,Televendas
PED001543,C00173,P00007,14,2026-08-31,Loja Fisica
PED001544,C00002,P00026,4,2026-08-14,E-commerce
PED001545,C00168,P00031,15,2026-09-05,Marketplace
PED001546,C96910,P00048,20,2026-09-06,Marketplace
PED001547,C92435,P00044,23,2026-09-04,Marketplace
PED001548,C00033,P00009,1,2026-08-20,Loja Fisica
PED001549,C00005,P00045,7,2026-09-10,Loja Fisica
PED001550,C00054,P00031,21,2026-08-18,E-commerce
PED001551,C00112,P00054,21,2026-09-10,E-commerce
PED001552,C00023,P00020,25,2026-08-28,E-commerce
PED001553,C00122,P00028,1,2026-08-17,E-commerce
PED001554,C00040,P00048,23,2026-08-28,Marketplace
PED001555,C00121,P00002,0,2026-09-01,E-commerce
PED001556,C00076,P00037,13,2026-08-15,Televendas
PED001557,C00003,P99121,21,2026-09-10,Marketplace
PED001558,C00189,P00038,20,2026-09-06,Televendas
PED001559,C00010,P00032,13,2026-08-29,Marketplace
PED001560,C00060,P00046,2,2026-08-30,Loja Fisica
PED001561,C00109,P00037,11,2026-08-31,Loja Fisica
PED001562,C00069,P00058,21,2026-08-27,Marketplace
PED001563,C00030,P00032,20,2026-09-13,Televendas
PED001564,C00115,P00045,14,2026-08-14,E-commerce
PED001565,C00074,P00047,7,2026-08-29,Televendas
PED001566,C00113,P93148,17,2026-08-21,Televendas
PED001567,C00076,P00047,23,2026-08-26,Marketplace
PED001568,C00173,P00042,24,2026-08-25,Marketplace
PED001569,C00042,P00040,7,2026-08-23,Loja Fisica
PED001570,C00171,P00031,5,2026-08-19,E-commerce
PED001571,C00041,P00039,16,2026-08-17,Marketplace
PED001572,C00127,P00020,-6,2026-08-20,Loja Fisica
PED001573,C00067,P00023,22,2026-08-19,E-commerce
PED001574,C00129,P00003,3,2026-08-24,Marketplace
PED001575,C00030,P00040,8,2026-08-17,E-commerce
PED001576,C00125,P00017,11,2026-09-08,Televendas
PED001577,C00197,P00003,25,2026-09-11,Televendas
PED001578,C00039,P00055,23,2026-09-10,Loja Fisica
PED001579,C00181,P00004,15,2026-09-08,Marketplace
PED001580,C00194,P00008,4,2026-09-08,Loja Fisica
PED001581,C00144,P00003,17,2026-08-17,E-commerce
PED001582,C00162,P00008,7,2026-09-12,Televendas
PED001583,C00041,P92626,10,2026-09-05,Marketplace
PED001584,C00040,P00042,12,2026-08-24,E-commerce
PED001585,C00032,P00055,7,2026-08-28,Marketplace
PED001586,C00197,P00050,1,2026-08-21,Marketplace
PED001587,C97101,P00019,17,2026-08-19,Loja Fisica
PED001588,C00184,P00049,14,2026-08-25,E-commerce
PED001589,C00039,P00049,25,2026-08-30,Marketplace
PED001590,C00059,P99456,14,2026-08-27,Marketplace
PED001591,C00175,P00024,1,2026-08-28,E-commerce
PED001592,C00198,P00001,23,2026-09-08,Loja Fisica
PED001593,C00022,P00022,11,2026-08-26,E-commerce
PED001594,C00112,P00004,13,2026-09-07,Loja Fisica
PED001595,C00170,P00060,21,2026-08-18,Loja Fisica
PED001596,C00162,P97586,22,2026-09-11,Televendas
PED001597,C00175,P00045,18,2026-09-10,Televendas
PED001598,C00185,P00048,11,2026-09-12,Televendas
PED001599,C00003,P00053,9,2026-09-11,E-commerce
PED001600,C00180,P00026,15,2026-09-03,E-commerce
PED001601,C00140,P00040,20,2026-09-03,Marketplace
PED001602,C00179,P00023,21,2026-08-26,E-commerce
PED001603,C00078,P00006,2,2026-08-31,Televendas
PED001604,C00100,P00047,24,2026-09-06,E-commerce
PED001605,C00134,P00035,10,2026-08-20,Loja Fisica
PED001606,C00131,P00036,10,2026-08-30,Televendas
PED001607,C00194,P00041,6,2026-08-14,Loja Fisica
PED001608,C00139,P00038,9,2026-08-21,Televendas
PED001609,C00186,P00028,17,2026-08-17,Loja Fisica
PED001610,C00096,P00017,21,2026-08-30,Televendas
PED001611,C00032,P00004,25,2026-09-03,Loja Fisica
PED001612,C00115,P00020,19,2026-09-06,Loja Fisica
PED001613,C00117,P00022,8,2026-09-08,E-commerce
PED001614,C00090,P00020,10,2026-09-04,E-commerce
PED001615,C00183,P00025,17,2026-09-06,E-commerce
PED001616,C00027,P00021,17,2026-09-01,E-commerce
PED001617,C00200,P97751,15,2026-08-17,E-commerce
PED001618,C00021,P00006,2,2026-08-27,E-commerce
PED001619,C00122,P00014,15,2026-08-16,Televendas
PED001620,C00174,P00034,13,2026-09-01,Marketplace
PED001621,C00068,P00038,16,2026-09-03,Marketplace
PED001622,C00113,P00045,0,2026-09-06,Marketplace
PED001623,C00037,P00033,5,2026-08-29,Marketplace
PED001624,C00034,P00046,17,2026-09-10,Loja Fisica
PED001625,C00178,P00014,15,2026-08-29,Loja Fisica
PED001626,C00192,P00011,18,2026-08-25,Loja Fisica
PED001627,C00155,P00055,14,2026-08-17,Loja Fisica
PED001628,C00095,P00037,10,2026-08-15,E-commerce
PED001629,C00031,P00024,10,2026-08-25,Televendas
PED001630,C00076,P00032,1,2026-09-08,E-commerce
PED001631,C95644,P00051,19,2026-08-27,Loja Fisica
PED001632,C00056,P00012,24,2026-08-29,Loja Fisica
PED001633,C00032,P00036,12,2026-08-16,Loja Fisica
PED001634,C00107,P00031,19,2026-08-23,Marketplace
PED001635,C00087,P00051,13,2026-08-29,E-commerce
PED001636,C00196,P00009,17,2026-09-03,Marketplace
PED001637,C00195,P00029,22,2026-08-28,E-commerce
PED001638,C00187,P00021,3,2026-09-08,Marketplace
PED001639,C00100,P00015,13,2026-08-24,Loja Fisica
PED001640,C00172,P00057,15,2026-09-06,Televendas
PED001641,C00166,P00006,6,2026-09-05,Loja Fisica
PED001642,C00147,P00041,-9,2026-09-05,Televendas
PED001643,C00022,P00013,20,2026-08-31,Loja Fisica
PED001644,C00146,P00034,7,2026-09-07,Marketplace
PED001645,C00129,P00058,1,2026-08-17,E-commerce
PED001646,C00005,P00018,7,2026-08-21,Marketplace
PED001647,C00022,P00052,18,2026-09-02,Televendas
PED001648,C00103,P00038,2,2026-08-29,Loja Fisica
PED001649,C00088,P00028,6,2026-08-27,Loja Fisica
PED001650,C00136,P00021,13,2026-08-22,Loja Fisica
PED001651,C00030,P00007,18,2026-08-19,Televendas
PED001652,C00037,P00012,0,2026-09-07,Loja Fisica
PED001653,C00079,P00027,22,2026-08-19,Loja Fisica
PED001654,C00158,P00021,6,2026-08-14,Loja Fisica
PED001655,C00077,P00025,4,2026-08-24,E-commerce
PED001656,C00106,P00058,11,2026-08-22,Marketplace
PED001657,C00031,P00004,7,2026-08-21,E-commerce
PED001658,C00127,P00033,25,2026-08-30,Marketplace
PED001659,C00030,P92072,2,2026-08-24,Marketplace
PED001660,C00124,P00002,14,2026-09-03,E-commerce
PED001661,C00005,P00018,0,2026-09-13,Loja Fisica
PED001662,C00196,P00036,21,2026-09-08,E-commerce
PED001663,C00078,P00037,14,2026-08-28,Loja Fisica
PED001664,C00163,P00033,7,2026-09-08,E-commerce
PED001665,C00096,P00035,6,2026-09-08,E-commerce
PED001666,C00138,P00028,18,2026-08-28,Loja Fisica
PED001667,C00001,P00053,15,2026-09-13,Televendas
PED001668,C00168,P00011,1,2026-08-15,Marketplace
PED001669,C00070,P00039,9,2026-09-09,Marketplace
PED001670,C00090,P00054,-3,2026-08-20,Televendas
PED001671,C00190,P00035,19,2026-08-16,Televendas
PED001672,C00023,P00026,23,2026-08-17,E-commerce
PED001673,C00186,P00036,9,2026-09-11,Marketplace
PED001674,C00054,P00040,17,2026-09-13,Televendas
PED001675,C00175,P00022,21,2026-08-22,Marketplace
PED001676,C00070,P00016,22,2026-08-24,Televendas
PED001677,C00054,P00030,20,2026-08-24,Loja Fisica
PED001678,C00178,P91070,21,2026-09-12,Loja Fisica
PED001679,C00003,P00044,6,2026-08-27,Marketplace
PED001680,C00196,P00026,18,2026-08-16,Loja Fisica
PED001681,C00138,P00002,22,2026-08-28,Loja Fisica
PED001682,C00091,P00053,13,2026-09-09,Televendas
PED001683,C00100,P00012,25,2026-09-08,Loja Fisica
PED001684,C00032,P00030,12,2026-09-12,E-commerce
PED001685,C00114,P00001,8,2026-09-06,Loja Fisica
PED001686,C00195,P00018,22,2026-09-12,Televendas
PED001687,C00050,P00006,20,2026-09-03,Televendas
PED001688,C00184,P00015,8,2026-08-29,Televendas
PED001689,C00010,P00018,16,2026-09-11,E-commerce
PED001690,C00002,P00013,21,2026-08-26,Loja Fisica
PED001691,C00072,P00037,17,2026-08-29,E-commerce
PED001692,C00142,P00013,22,2026-09-06,E-commerce
PED001693,C00017,P00038,5,2026-09-06,Loja Fisica
PED001694,C00033,P00017,19,2026-09-10,E-commerce
PED001695,C00134,P00047,9,2026-08-20,Loja Fisica
PED001696,C00178,P00044,18,2026-09-02,Televendas
PED001697,C00175,P00036,15,2026-08-14,Marketplace
PED001698,C00165,P00044,21,2026-08-15,Televendas
PED001699,C00111,P00055,14,2026-08-22,Loja Fisica
PED001700,C00175,P00034,15,2026-08-29,Televendas
PED001701,C00133,P00049,2,2026-09-11,E-commerce
PED001702,C00013,P00018,14,2026-08-31,Marketplace
PED001703,C00081,P00001,13,2026-08-20,Televendas
PED001704,C00021,P00057,0,2026-09-08,Loja Fisica
PED001705,C00177,P00028,3,2026-09-12,E-commerce
PED001706,C00051,P00011,11,2026-08-23,Loja Fisica
PED001707,C00161,P91393,4,2026-08-14,Marketplace
PED001708,C00152,P00052,21,2026-09-12,Televendas
PED001709,C00065,P00016,4,2026-08-29,E-commerce
PED001710,C00088,P00054,2,2026-09-09,Televendas
PED001711,C00134,P00051,8,2026-09-13,Loja Fisica
PED001712,C00199,P00039,20,2026-08-28,Loja Fisica
PED001713,C00161,P00029,19,2026-08-17,Loja Fisica
PED001714,C00016,P00059,2,2026-08-26,Televendas
PED001715,C00178,P00005,-5,2026-08-15,Marketplace
PED001716,C00157,P00041,14,2026-08-16,Loja Fisica
PED001717,C00174,P00004,18,2026-08-15,Televendas
PED001718,C00098,P00026,4,2026-09-02,Marketplace
PED001719,C00060,P00056,20,2026-09-08,Loja Fisica
PED001720,C00117,P00025,15,2026-09-08,Marketplace
PED001721,C00159,P00040,4,2026-08-24,Loja Fisica
PED001722,C00117,P00034,11,2026-09-01,E-commerce
PED001723,C00028,P00007,1,2026-09-02,Loja Fisica
PED001724,C00152,P00051,7,2026-09-11,E-commerce
PED001725,C00164,P00033,9,2026-08-25,Marketplace
PED001726,C00124,P00047,20,2026-08-28,E-commerce
PED001727,C00063,P00009,2,2026-08-15,E-commerce
PED001728,C00080,P00038,14,2026-08-30,Televendas
PED001729,C00080,P00038,18,2026-09-07,E-commerce
PED001730,C97042,P00031,10,2026-09-02,Televendas
PED001731,C00003,P00034,19,2026-09-04,E-commerce
PED001732,C00015,P00016,17,2026-09-09,Loja Fisica
PED001733,C00109,P00023,7,2026-08-20,E-commerce
PED001734,C00018,P00022,7,2026-09-04,Marketplace
PED001735,C00178,P00045,15,2026-09-02,Televendas
PED001736,C00149,P00037,11,2026-09-02,Televendas
PED001737,C00108,P00022,6,2026-08-17,Marketplace
PED001738,C00011,P00032,8,2026-09-12,Loja Fisica
PED001739,C00164,P00015,23,2026-08-21,Marketplace
PED001740,C00160,P00014,8,2026-08-29,Televendas
PED001741,C00190,P00025,7,2026-08-26,E-commerce
PED001742,C00002,P00024,1,2026-08-16,Televendas
PED001743,C00008,P00036,4,2026-08-18,Televendas
PED001744,C00113,P00013,21,2026-09-01,Televendas
PED001745,C00012,P00002,7,2026-08-20,Televendas
PED001746,C00045,P00015,9,2026-09-06,E-commerce
PED001747,C00087,P00055,18,2026-08-21,E-commerce
PED001748,C00051,P00002,6,2026-09-09,Televendas
PED001749,C00026,P00002,22,2026-08-18,Marketplace
PED001750,C00168,P00051,4,2026-08-24,E-commerce
PED001751,C00079,P00030,8,2026-08-25,Televendas
PED001752,C00170,P00011,-2,2026-09-08,Marketplace
PED001753,C00037,P00057,5,2026-09-08,E-commerce
PED001754,C00050,P00035,13,2026-09-05,Televendas
PED001755,C00082,P00039,14,2026-09-03,E-commerce
PED001756,C00012,P00049,20,2026-09-01,E-commerce
PED001757,C00138,P00019,5,2026-08-24,E-commerce
PED001758,C00014,P00041,9,2026-09-10,E-commerce
PED001759,C00131,P00038,16,2026-08-20,Loja Fisica
PED001760,C00121,P00051,22,2026-09-02,Loja Fisica
PED001761,C00043,P00033,13,2026-09-07,Televendas
PED001762,C00128,P00034,15,2026-08-19,Televendas
PED001763,C00183,P00024,17,2026-09-05,Marketplace
PED001764,C00184,P00032,16,2026-08-22,Marketplace
PED001765,C00164,P00059,0,2026-09-03,Loja Fisica
PED001766,C00057,P94581,7,2026-08-28,E-commerce
PED001767,C00079,P00028,13,2026-09-01,E-commerce
PED001768,C00096,P00017,18,2026-08-16,E-commerce
PED001769,C00193,P00006,10,2026-08-28,Televendas
PED001770,C00059,P98391,2,2026-08-28,Televendas
PED001771,C00120,P00028,14,2026-08-25,Marketplace
PED001772,C00082,P00018,13,2026-08-14,E-commerce
PED001773,C00114,P00015,9,2026-09-03,Loja Fisica
PED001774,C00092,P00058,3,2026-08-23,Loja Fisica
PED001775,C00071,P00060,8,2026-08-17,Loja Fisica
PED001776,C00019,P00024,2,2026-08-31,E-commerce
PED001777,C00086,P00013,22,2026-08-24,Televendas
PED001778,C00078,P00048,25,2026-09-04,Televendas
PED001779,C00049,P00046,20,2026-08-18,Televendas
PED001780,C00003,P00050,10,2026-08-23,Televendas
PED001781,C00104,P00026,19,2026-09-07,Loja Fisica
PED001782,C00121,P00042,17,2026-09-07,E-commerce
PED001783,C00102,P94829,8,2026-09-06,E-commerce
PED001784,C00133,P00038,18,2026-09-07,Marketplace
PED001785,C00185,P00053,15,2026-08-24,Loja Fisica
PED001786,C00081,P00055,7,2026-08-27,Marketplace
PED001787,C00054,P00029,15,2026-09-10,Loja Fisica
PED001788,C00096,P00009,19,2026-09-10,E-commerce
PED001789,C00079,P00048,1,2026-08-29,Televendas
PED001790,C00087,P00015,14,2026-08-27,Marketplace
PED001791,C00196,P00050,23,2026-08-31,Televendas
PED001792,C00084,P00038,1,2026-09-01,Loja Fisica
PED001793,C00036,P00010,11,2026-09-01,Marketplace
PED001794,C00098,P00014,13,2026-08-16,Marketplace
PED001795,C00049,P00031,4,2026-08-24,Marketplace
PED001796,C00164,P00058,10,2026-08-16,E-commerce
PED001797,C00027,P00044,18,2026-08-19,Loja Fisica
PED001798,C00177,P00039,16,2026-08-14,E-commerce
PED001799,C00051,P00005,13,2026-08-23,E-commerce
PED001800,C00060,P00019,22,2026-08-30,Loja Fisica
PED001801,C00117,P00004,12,2026-08-30,Loja Fisica
PED001802,C00044,P00021,14,2026-08-26,E-commerce
PED001803,C00029,P00009,18,2026-08-27,Marketplace
PED001804,C00191,P00005,13,2026-09-13,E-commerce
PED001805,C00034,P00056,7,2026-08-23,Marketplace
PED001806,C00182,P00043,16,2026-08-19,Televendas
PED001807,C94304,P00013,17,2026-09-05,Marketplace
PED001808,C00002,P00010,15,2026-08-16,Marketplace
PED001809,C00155,P00052,8,2026-08-30,Televendas
PED001810,C00146,P00057,16,2026-08-28,Marketplace
PED001811,C00148,P00003,24,2026-08-16,Televendas
PED001812,C00166,P00057,15,2026-08-25,Televendas
PED001813,C00101,P00040,6,2026-08-27,E-commerce
PED001814,C00046,P00058,20,2026-09-06,Marketplace
PED001815,C00118,P00025,22,2026-08-19,Loja Fisica
PED001816,C00101,P00045,2,2026-08-21,E-commerce
PED001817,C00071,P00057,21,2026-08-31,Televendas
PED001818,C00171,P00059,3,2026-09-05,E-commerce
PED001819,C00127,P00027,25,2026-08-31,Loja Fisica
PED001820,C00095,P00005,25,2026-08-17,Televendas
PED001821,C00105,P00029,6,2026-08-22,E-commerce
PED001822,C00130,P00003,15,2026-08-14,Loja Fisica
PED001823,C00164,P00045,22,2026-09-06,Marketplace
PED001824,C00098,P00022,24,2026-08-26,E-commerce
PED001825,C00102,P00003,1,2026-08-22,Loja Fisica
PED001826,C00182,P00059,5,2026-08-24,Marketplace
PED001827,C00125,P00030,3,2026-08-16,E-commerce
PED001828,C00183,P00029,5,2026-08-29,Televendas
PED001829,C00042,P00011,1,2026-09-02,Loja Fisica
PED001830,C00046,P00019,4,2026-08-31,Marketplace
PED001831,C00044,P00005,22,2026-09-07,Loja Fisica
PED001832,C00174,P00018,5,2026-08-28,Televendas
PED001833,C00046,P00014,23,2026-08-15,E-commerce
PED001834,C00114,P00045,2,2026-09-09,Loja Fisica
PED001835,C00100,P00045,-1,2026-08-28,Loja Fisica
PED001836,C00198,P00025,25,2026-08-20,E-commerce
PED001837,C00096,P00059,8,2026-08-20,Loja Fisica
PED001838,C00005,P00027,1,2026-08-14,Televendas
PED001839,C00050,P00044,22,2026-08-16,E-commerce
PED001840,C00025,P00052,22,2026-08-19,E-commerce
PED001841,C00012,P00027,17,2026-08-17,Televendas
PED001842,C00083,P98010,21,2026-08-20,E-commerce
PED001843,C00031,P00015,7,2026-08-17,Televendas
PED001844,C00083,P00012,1,2026-08-26,Televendas
PED001845,C00004,P00025,7,2026-08-28,E-commerce
PED001846,C00017,P00043,9,2026-09-03,Televendas
PED001847,C00012,P00005,7,2026-08-27,Televendas
PED001848,C00197,P00039,16,2026-08-17,E-commerce
PED001849,C00065,P00007,20,2026-08-24,Marketplace
PED001850,C00174,P00060,25,2026-09-05,E-commerce
PED001851,C00086,P00012,21,2026-09-07,Televendas
PED001852,C00171,P00031,3,2026-08-24,Loja Fisica
PED001853,C00156,P00059,19,2026-08-28,Marketplace
PED001854,C00131,P00041,24,2026-08-21,Loja Fisica
PED001855,C00060,P00002,20,2026-09-07,Loja Fisica
PED001856,C00080,P00016,-1,2026-08-27,E-commerce
PED001857,C00036,P00024,16,2026-08-23,E-commerce
PED001858,C00039,P00025,7,2026-09-03,Loja Fisica
PED001859,C00061,P00060,24,2026-09-02,Marketplace
PED001860,C00190,P00057,11,2026-08-18,Televendas
PED001861,C00082,P00042,25,2026-08-15,Marketplace
PED001862,C00166,P00053,0,2026-09-07,Loja Fisica
PED001863,C00188,P00022,11,2026-08-21,E-commerce
PED001864,C00139,P00004,22,2026-08-21,E-commerce
PED001865,C00156,P00056,13,2026-08-30,Televendas
PED001866,C00047,P00029,21,2026-08-14,Loja Fisica
PED001867,C00126,P00005,7,2026-08-15,E-commerce
PED001868,C00053,P00009,3,2026-08-19,E-commerce
PED001869,C00061,P00033,3,2026-08-27,Marketplace
PED001870,C00080,P00011,24,2026-08-20,E-commerce
PED001871,C00109,P00012,20,2026-08-21,Televendas
PED001872,C00074,P00037,15,2026-09-13,E-commerce
PED001873,C00070,P00056,16,2026-08-16,Televendas
PED001874,C00102,P00025,6,2026-08-29,Marketplace
PED001875,C00109,P00033,20,2026-09-06,Marketplace
PED001876,C00195,P00010,16,2026-08-14,Marketplace
PED001877,C00110,P00055,3,2026-09-07,Televendas
PED001878,C00153,P00035,5,2026-08-31,E-commerce
PED001879,C00066,P00025,15,2026-08-23,Marketplace
PED001880,C00073,P00025,-6,2026-09-02,Marketplace
PED001881,C00035,P00046,16,2026-08-20,E-commerce
PED001882,C00049,P00001,1,2026-09-10,Televendas
PED001883,C00126,P00026,14,2026-09-13,Marketplace
PED001884,C00191,P00024,-7,2026-08-29,Televendas
PED001885,C00010,P00059,4,2026-08-26,E-commerce
PED001886,C00050,P00049,14,2026-09-13,Televendas
PED001887,C00198,P97032,25,2026-09-06,Televendas
PED001888,C00179,P00004,21,2026-08-26,Marketplace
PED001889,C00189,P00016,8,2026-08-29,Loja Fisica
PED001890,C00093,P00041,23,2026-09-04,Loja Fisica
PED001891,C00179,P00043,21,2026-08-18,Televendas
PED001892,C00155,P00030,22,2026-08-18,Televendas
PED001893,C00064,P00039,-2,2026-09-13,E-commerce
PED001894,C00198,P00006,21,2026-09-05,Marketplace
PED001895,C00102,P00046,19,2026-09-11,Loja Fisica
PED001896,C00133,P00059,7,2026-09-11,Marketplace
PED001897,C00043,P00054,14,2026-08-22,Televendas
PED001898,C00129,P00035,22,2026-09-11,Marketplace
PED001899,C00151,P00020,24,2026-08-27,Loja Fisica
PED001900,C00028,P00041,19,2026-09-07,Televendas
PED001901,C00037,P00018,24,2026-08-20,Marketplace
PED001902,C00179,P00020,1,2026-08-19,Marketplace
PED001903,C00001,P00007,3,2026-09-07,Marketplace
PED001904,C00135,P00027,21,2026-08-23,Marketplace
PED001905,C00044,P00012,12,2026-08-19,E-commerce
PED001906,C00051,P00032,6,2026-08-30,Loja Fisica
PED001907,C00116,P00037,7,2026-08-19,E-commerce
PED001908,C00016,P00048,6,2026-09-08,E-commerce
PED001909,C00067,P00058,14,2026-08-28,Loja Fisica
PED001910,C00163,P00011,3,2026-08-23,Loja Fisica
PED001911,C00097,P00008,9,2026-08-16,Televendas
PED001912,C00008,P00038,8,2026-08-29,Marketplace
PED001913,C00173,P00049,4,2026-08-14,Loja Fisica
PED001914,C00069,P00049,1,2026-09-04,Loja Fisica
PED001915,C00025,P00014,17,2026-09-08,Loja Fisica
PED001916,C00097,P00039,17,2026-09-13,Televendas
PED001917,C00125,P00031,25,2026-08-24,Marketplace
PED001918,C00087,P00024,22,2026-09-11,Televendas
PED001919,C00081,P00053,8,2026-09-13,Televendas
PED001920,C00171,P00026,13,2026-09-02,Loja Fisica
PED001921,C00092,P00056,11,2026-09-08,Loja Fisica
PED001922,C00001,P00030,23,2026-08-26,E-commerce
PED001923,C00007,P00039,4,2026-09-10,Televendas
PED001924,C00180,P00049,8,2026-08-25,Marketplace
PED001925,C00159,P00044,22,2026-09-10,Marketplace
PED001926,C00132,P00027,22,2026-08-20,Loja Fisica
PED001927,C00164,P00053,11,2026-08-14,Televendas
PED001928,C00012,P00052,24,2026-08-24,Marketplace
PED001929,C00060,P00039,16,2026-08-26,Loja Fisica
PED001930,C00090,P00028,16,2026-09-04,Loja Fisica
PED001931,C00188,P00025,10,2026-09-02,E-commerce
PED001932,C00183,P00010,17,2026-09-11,Loja Fisica
PED001933,C00033,P00032,3,2026-08-23,Marketplace
PED001934,C00044,P00058,15,2026-09-13,Loja Fisica
PED001935,C00124,P00043,18,2026-08-21,E-commerce
PED001936,C00055,P00011,25,2026-09-13,Loja Fisica
PED001937,C97283,P00028,23,2026-08-14,E-commerce
PED001938,C00197,P00018,8,2026-09-06,Televendas
PED001939,C00171,P00031,22,2026-08-17,E-commerce
PED001940,C00137,P00041,24,2026-08-29,Loja Fisica
PED001941,C97176,P00022,8,2026-09-12,Loja Fisica
PED001942,C00184,P00048,24,2026-09-06,Marketplace
PED001943,C00168,P00042,18,2026-09-13,Marketplace
PED001944,C00060,P00015,9,2026-08-17,Televendas
PED001945,C00023,P00008,3,2026-08-24,E-commerce
PED001946,C00191,P00008,19,2026-08-25,E-commerce
PED001947,C00081,P00025,19,2026-09-06,Loja Fisica
PED001948,C00080,P00004,19,2026-08-31,E-commerce
PED001949,C00100,P00028,0,2026-09-07,Televendas
PED001950,C00134,P00043,20,2026-09-01,E-commerce
PED001951,C00028,P00026,1,2026-08-31,Marketplace
PED001952,C00081,P00010,10,2026-09-09,E-commerce
PED001953,C00128,P00044,15,2026-08-18,Televendas
PED001954,C00038,P00048,22,2026-09-10,Loja Fisica
PED001955,C98836,P00021,10,2026-08-30,Loja Fisica
PED001956,C00162,P00054,7,2026-08-29,Televendas
PED001957,C00181,P00025,2,2026-09-08,Televendas
PED001958,C00040,P00053,23,2026-08-20,E-commerce
PED001959,C00180,P00048,2,2026-09-12,E-commerce
PED001960,C00125,P00047,13,2026-08-23,E-commerce
PED001961,C00006,P00036,13,2026-08-24,Marketplace
PED001962,C00174,P92176,12,2026-09-07,Marketplace
PED001963,C00136,P92594,10,2026-08-23,E-commerce
PED001964,C00034,P00021,25,2026-09-08,Loja Fisica
PED001965,C00182,P00020,15,2026-09-03,E-commerce
PED001966,C00148,P00009,15,2026-09-05,Marketplace
PED001967,C00075,P00058,5,2026-08-20,E-commerce
PED001968,C00192,P00013,24,2026-09-03,Loja Fisica
PED001969,C00093,P00047,19,2026-08-17,E-commerce
PED001970,C00097,P00028,22,2026-09-09,E-commerce
PED001971,C00015,P00007,12,2026-08-29,E-commerce
PED001972,C00014,P00008,17,2026-09-03,Televendas
